RecordID,Timestamp ,Temperature,Humidity,Light,CO2, humidityratio,Occupancy,hour ,DayOfWeek,DayType,Room
3137,2025-01-15 12:16:00,20.0,18.89,0.0,440.6666667,,0,12,Wednesday,Weekday,A
226,2025-01-13 11:45:00,21.5,25.79,0.0,488.0,0.004087546,0,11,Monday,Weekday,B
1598,2025-01-14 10:37:00,21.15,19.39,0.0,482.0,0.003002728,0,10,Tuesday,Weekday,C
6187,2025-01-17 15:06:00,?,26.89,0.0,461.0,0.003739306,0,15,Friday,Weekday,A
3878,2025-01-16 00:37:00,21.7,18.365,305.0,454.5,0.002941174,0,0,Thursday,Weekday,A
2715,2025-01-15 05:14:00,22.175,21.39,,899.25,0.003529707,1,5,Wednesday,Weekday,B
3463,2025-01-15 17:42:00,19.745,19.2,0.0,438.6666667,0.002725079,0,17,Wednesday,Weekday,A
7242,2025-01-18 08:41:00,21.55,36.845,0.0,1512.0,-999.0,0,8,Saturday,Weekend,B
2718,2025-01-15 05:17:00,22.2,21.4,519.0,903.3333333,0.003536778,1,5,Wednesday,Weekday,C
5654,2025-01-17 06:13:00,19.79,26.6,36.66666667,418.6666667,0.003792396,0,6,Friday,Weekday,B
34,2025-01-13 08:33:00,22.66666667,0.2742666667,0.0,664.5,0.004671708,0,8,Monday,Weekday,A
4920,2025-01-16 17:59:00,19.5,-10.0,0.0,438.5,0.004372866,0,17,Thursday,Weekday,B
1944,2025-01-14 16:23:00,20.6,19.445,0.0,434.0,0.00291062,0,16,Tuesday,Weekday,room c
3614,2025-01-15 20:13:00,19.7,19.39,0.0,445.0,0.002744454,0,20,Wednesday,Weekday,C
5553,2025-01-17 04:32:00,20.6,26.13333333,112.0,426.0,0.003918068,0,4,Friday,Weekday,B
1560,2025-01-14 09:59:00,21.05,19.6,0.0,502.5,0.00301673,0,9,Tuesday,Weekday,B
459,2025-01-13 15:38:00,21.2,25.1,0.0,441.0,0.00390455,0,15,Monday,Weekday,B
3439,2025-01-15 17:18:00,19.79,19.0,0.0,443.0,0.002704143,0,17,Wednesday,Weekend ,C
3677,2025-01-15 21:16:00,19.7,19.29,0.0,448.0,0.002730238,0,21,Wednesday,Weekday,A
6388,2025-01-17 18:27:00,19.29,26.7,0.0,471.0,-999.0,0,18,Friday,Weekday,room_b
6463,2025-01-17 19:42:00,19.5,26.7,-999.0,461.0,0.003738374,0,19,Friday,Weekday,B
5480,2025-01-17 03:19:00,20.65,28.525,256.75,429.0,0.004292409,0,3,Friday,Weekday,A
5343,2025-01-17 01:02:00,19.23,30.5,31.0,430.6666667,0.004202367,0,1,Friday,Weekend ,A
7487,2025-01-18 12:46:00,20.5,33.09,0.0,578.5,0.004938586,0,12,Saturday,Weekend,B
2141,2025-01-14 19:40:00,20.39,18.7,0.0,429.0,0.002762411,0,19,Tuesday,week end, a
7714,2025-01-18 16:33:00,?,32.9,0.0,459.0,0.004846247,0,16,Saturday,Weekend,A
5101,2025-01-16 21:00:00,"19,2000",31.5,0.0,433.5,0.004332945,0,21,Thursday,Weekday,C
2962,2025-01-15 09:21:00,20.7,,-999.0,532.5,0.002920377,0,9,Wednesday,Weekday,C
3305,2025-01-15 15:04:00,20.0,18.7,-999.0,435.0,0.002696288,0,15,Wednesday,WEEKEND,C
281,2025-01-13 12:40:00,21.29,25.7,0.0,474.0,0.004020769,0,12,Monday,Weekday,B
3120,2025-01-15 11:59:00,20.2,18.89,0.0,439.5,0.002757882,0,11,Wednesday,Weekday,C
2599,2025-01-15 03:18:00,21.39,19.89,50.0,708.5,0.003126457,0,3,Wednesday,Weekday,B
5014,2025-01-16 19:33:00,19.26,31.56666667,0.0,437.0,0.004358559,0,19,Thursday,Weekday,A
4774,2025-01-16 15:33:00,19.5,30.1,0.0,434.0,0.00421765,0,15,Thursday,Weekday,B
1132,2025-01-14 02:51:00,22.65,26.55,523.75,1064.75,0.004516692,0,2,Tuesday,Weekday,B
2818,2025-01-15 06:57:00,21.79,21.82333333,460.0,953.0,0.003517549,1,6,Wednesday,Weekday,B
4239,2025-01-16 06:38:00,20.89,19.865,6.0,443.75,0.00302764,0,6,Thursday,Weekday,A
6038,2025-01-17 12:37:00,19.5,27.7,0.0,447.3333333,0.003879261,0,12,Friday,Weekday,A
6690,2025-01-17 23:29:00,20.125,29.9725,,NA,0.004366853,1,23,Friday,Weekday,A
2419,2025-01-15 00:18:00,21.29,21.29,460.0,NA,0.003327133,1,0,Wednesday,Weekday,C
1550,2025-01-14 09:49:00,21.1,19.795,0.0,515.5,0.00305631,0,9,Tuesday,Weekday,C
4445,2025-01-16 10:04:00,20.0,24.89,0.0,440.0,0.003593959,0,10,Thursday,Weekday,A
3434,2025-01-15 17:13:00,19.79,19.0,0.0,435.0,0.002704143,0,17,Wednesday,Weekday,A
709,2025-01-13 19:48:00,20.89,23.5,0.0,NA,0.003584847,0,19,Monday,Weekday,A
1323,2025-01-14 06:02:00,22.5,27.1,478.5,1064.75,0.004568832,1,6,Tuesday,Weekday,A
6222,2025-01-17 15:41:00,19.445,27.245,0.0,464.0,,0,15,Friday,Weekday,B
7090,2025-01-18 06:09:00,22.0,"38,4000",444.0,1896.333333,0.006297141,1,6,Saturday,Weekend,B
895,2025-01-13 22:54:00,21.39,24.2675,444.0,,0.003818769,1,22,Monday,Weekday,A
4670,2025-01-16 13:49:00,19.7,29.1,0.0,436.0,0.004127925,0,13,Thursday,Weekday,B
576,2025-01-13 17:35:00,20.945,24.79,0.0,445.0,0.003795725,0,17,Monday,Weekday,A
137,2025-01-13 10:16:00,21.7,27.1,0.0,532.5,0.004349877,0,10,Monday,Weekday,room c
725,2025-01-13 20:04:00,20.89,23.39,0.0,450.5,0.00356797,0,20,Monday,Weekday,C
1043,2025-01-14 01:22:00,22.175,26.6,450.25,1077.75,0.004395519,1,1,Tuesday,Weekday,C
6228,2025-01-17 15:47:00,19.39,27.2,0.0,460.0,NA,0,15,Friday,Weekday,A
4079,2025-01-16 03:58:00,22.76,17.1,149.6666667,441.6666667,0.002921076,0,3,Thursday,Weekday,C
5257,2025-01-16 23:36:00,19.245,0.30945,28.0,427.75,"0,0043",0,23,Thursday,Weekday,B
675,2025-01-13 19:14:00,NA,23.6,0.0,448.5,0.00360019,0,19,Monday,Weekday,C
5344,2025-01-17 01:03:00,19.2225,30.5,26.5,428.0,0.00420039,0,1,Friday,Weekday,A
1166,2025-01-14 03:25:00,22.6,26.1,28.0,949.5,0.00442604,0,3,Tuesday,Weekday,C
2409,2025-01-15 00:08:00,21.35666667,20.92666667,460.0,,0.003283519,1,0,Wednesday,Weekday,A
7309,2025-01-18 09:48:00,20.7,0.355,0.0,1099.0,0.005367683,0,9,Saturday,Weekend,C
5595,2025-01-17 05:14:00,20.245,26.245,54.5,425.25,0.003849078,0,5,Friday,Weekday,C
4819,2025-01-16 16:18:00,19.39,30.6,0.0,436.0,0.004258748,0,16,Thursday,Weekday,B
4754,2025-01-16 15:13:00,19.5,30.1,0.0,436.5,0.00421765,0,15,Thursday,Weekday,C
363,2025-01-13 14:02:00,21.2,25.29,0.0,460.0,0.003934293,0,14,Monday,Weekday,A
5763,2025-01-17 08:02:00,19.39,0.272,0.0,425.0,0.003782676,0,8,Friday,Weekday,B
4581,2025-01-16 12:20:00,19.7,0.2784,0.0,437.0,0.003948056,0,12,Thursday,Weekday,C
1842,2025-01-14 14:41:00,,NA,0.0,444.6666667,0.003058167,0,14,Tuesday,Weekday,A
7439,2025-01-18 11:58:00,20.5,33.5,0.0,759.0,0.005000269,0,11,Saturday,Weekend,A
244,2025-01-13 12:03:00,21.39,25.7,0.0,486.0,0.004045656,0,12,Monday,Weekday,A
7047,2025-01-18 05:26:00,21.945,36.95,444.0,1715.2,0.006036555,1,5,Saturday,Weekend,C
7773,2025-01-18 17:32:00,20.2,32.9,0.0,457.5,0.004819147,0,17,Saturday,Weekend,B
4875,2025-01-16 17:14:00,19.39,31.1,0.0,441.0,0.00432882,0,17,Thursday,Weekday,B
6531,2025-01-17 20:50:00,19.29,26.34,0.0,465.5,0.003639508,0,20,Friday,Weekday,A
6354,2025-01-17 17:53:00,19.34,26.7,0.0,469.0,0.00370112,0,17,Friday,Weekday,A
3728,2025-01-15 22:07:00,19.7,19.5,0.0,455.0,0.002760093,0,22,Wednesday,Weekday,A
6933,2025-01-18 03:32:00,21.29,33.03,13.0,,0.005177093,0,3,Saturday,Weekend,C
1867,2025-01-14 15:06:00,20.29,,0.0,439.0,0.003040374,0,15,Tuesday,Weekday,A
7194,2025-01-18 07:53:00,22.1,38.29,433.0,1917.5,0.006317712,1,7,Saturday,Weekend,A
2110,2025-01-14 19:09:00,20.39,18.7,0.0,432.0,?,0,19,Tuesday,Weekday,C
1611,2025-01-14 10:50:00,21.16666667,-999.0,0.0,474.6666667,0.003022951,0,10,Tuesday,WEEKEND,A
411,2025-01-13 14:50:00,21.1,25.39,0.0,454.0,0.003925619,0,14,Monday,Weekday,B
4241,2025-01-16 06:40:00,20.89,0.19945000000000002,11.5,437.0,0.003039893,0,6,Thursday,Weekday,A
5324,2025-01-17 00:43:00,19.29,30.56666667,6.0,428.6666667,0.004227494,0,0,Friday,Weekday,C
356,2025-01-13 13:55:00,21.2,25.29,0.0,458.0,0.003934293,0,13,Monday,Weekday,A
1435,2025-01-14 07:54:00,22.15,24.2225,433.0,892.0,0.003993996,1,7,Tuesday,Weekday,C
6925,2025-01-18 03:24:00,21.4175,33.09,13.0,,0.005227615,0,3,Saturday,Weekend,B
6976,2025-01-18 04:15:00,21.39,33.5,464.0,,0.005283951,1,4,Saturday,Weekend,C
2268,2025-01-14 21:47:00,20.2,0.18600000000000003,0.0,435.0,0.002715358,0,21,Tuesday,Weekday,B
4465,2025-01-16 10:24:00,20.0,25.13333333,0.0,445.3333333,0.0036293,0,10,Thursday,Weekday,C
8034,2025-01-18 21:53:00,20.29,33.0,0.0,451.0,0.004861092,0,21,Saturday,Weekend,C
354,2025-01-13 13:53:00,21.2,25.39,0.0,462.0,0.003949949,0,13,Monday,Weekday,B
7822,2025-01-18 18:21:00,20.2,32.9,0.0,444.0,0.004819147,0,18,Saturday,Weekend,B
5031,2025-01-16 19:50:00,19.29,31.55,0.0,433.5,0.004364447,0,19,Thursday,Weekday,B
2115,2025-01-14 19:14:00,20.39,18.7,0.0,437.5,0.002762411,0,19,Tuesday,Weekday,C
4907,2025-01-16 17:46:00,19.39,31.0,0.0,437.0,NA,0,17,Thursday,Weekday,B
3762,2025-01-15 22:41:00,19.7,-999.0,24.0,458.0,0.002760093,0,22,Wednesday,Weekday,B
7271,2025-01-18 09:10:00,21.1,-999.0,0.0,1295.0,0.005612064,0,9,Saturday,Weekend,A
2620,2025-01-15 03:39:00,21.39,19.5,485.25,663.25,0.003064852,1,3,Wednesday,Weekday,A
7302,2025-01-18 09:41:00,20.7,35.7,0.0,1133.5,0.005398186,0,9,Saturday,Weekend,B
1372,2025-01-14 06:51:00,22.35666667,0.2632333333,441.0,1059.0,0.00439819,1,6,Tuesday,Weekday,A
7182,2025-01-18 07:41:00,22.245,38.87,419.0,1995.75,0.006471898,1,7,Saturday,Weekend,A
7929,2025-01-18 20:08:00,20.13333333,33.09,0.0,448.0,0.004827089,0,20,Saturday,Weekend,C
4411,2025-01-16 09:30:00,20.1,0.24100000000000002,0.0,441.0,0.003500982,0,9,Thursday,Weekday,C
1182,2025-01-14 03:41:00,22.29,26.16666667,334.3333333,900.3333333,0.004354007,1,3,Tuesday,Weekday,A
5893,2025-01-17 10:12:00,19.39,27.6,0.0,"431,0000",0.003838647,0,10,Friday,Weekday,A
1468,2025-01-14 08:27:00,21.7,23.66666667,0.0,775.0,0.003795423,0,8,Tuesday,Weekday,B
170,2025-01-13 10:49:00,21.6,26.6,0.0,"-50,0000",0.004242862,0,10,Monday,Weekend ,B
5672,2025-01-17 06:31:00,19.7,26.79,31.0,418.0,0.003798244,0,6,Friday,Weekday,A
7524,2025-01-18 13:23:00,20.39,33.0,0.0,541.5,0.004891455,0,13,Saturday,Weekend,A
648,2025-01-13 18:47:00,20.89,24.0,0.0,438.0,0.003661569,0,18,Monday,Weekday,A
7750,2025-01-18 17:09:00,20.29,,0.0,452.0,0.004846247,0,17,Saturday,Weekend,C
4914,2025-01-16 17:53:00,19.39,31.0,0.0,438.6666667,0.004314804,0,17,Thursday,Weekday,c 
4364,2025-01-16 08:43:00,20.29,22.89,0.0,438.5,0.003363776,0,8,Thursday,Weekday,B
2931,2025-01-15 08:50:00,21.0,,0.0,626.0,0.003069109,0,8,Wednesday,Weekday,B
7986,2025-01-18 21:05:00,20.2675,33.0675,0.0,451.0,"0,0049",0,21,Saturday,Weekend,A
4145,2025-01-16 05:04:00,22.125,17.815,70.0,438.75,0.002928011,0,5,Thursday,Weekday,A
4115,2025-01-16 04:34:00,22.39,17.315,123.0,437.0,0.002891948,0,4,Thursday,Weekday,B
5928,2025-01-17 10:47:00,19.39,27.39,0.0,435.0,0.003809261,0,10,Friday,Weekday,B
721,2025-01-13 20:00:00,20.84,23.395,0.0,446.5,0.003557712,0,20,Monday,Weekday,A
4215,2025-01-16 06:14:00,21.2,19.2,31.0,435.6666667,0.002982347,0,6,Thursday,Weekday,A
3238,2025-01-15 13:57:00,,18.79,0.0,439.0,0.002726223,0,13,Wednesday,Weekday,A
5017,2025-01-16 19:36:00,19.29,?,0.0,430.0,0.004385344,0,19,Thursday,Weekday,B
2967,2025-01-15 09:26:00,20.7,,0.0,,0.002928699,0,9,Wednesday,Weekday,B
7515,2025-01-18 13:14:00,20.39,33.0,0.0,544.5,0.004891455,0,13,Saturday,Weekend,B
3547,2025-01-15 19:06:00,19.79,-999.0,-999.0,439.0,0.002759896,0,19,Wednesday,Weekday,C
6824,2025-01-18 01:43:00,21.29,33.145,464.0,1430.25,0.005195269,1,1,Saturday,Weekend,A
7937,2025-01-18 20:16:00,20.1,33.09,0.0,449.0,0.004817065,0,20,Saturday,Weekend,A
801,2025-01-13 21:20:00,20.7,22.7,0.0,NA,0.003421646,0,21,Monday,Weekday,C
1375,2025-01-14 06:54:00,22.32333333,26.39,441.0,"1065,3333",0.004400411,1,6,Tuesday,Weekday,C
6047,2025-01-17 12:46:00,19.5,27.7,0.0,453.0,0.003879261,0,12,Friday,Weekday,C
188,2025-01-13 11:07:00,21.575,26.315,0.0,500.5,0.004190637,0,11,Monday,Weekday,C
6883,2025-01-18 02:42:00,21.5,34.29,454.0,,0.005446537,1,2,Saturday,Weekend,B
1222,2025-01-14 04:21:00,22.2,25.96,453.0,780.0,0.004295614,1,4,Tuesday,Weekday,B
7819,2025-01-18 18:18:00,20.2,32.9,0.0,"449,0000",0.004819147,0,18,Saturday,Weekend,B
7297,2025-01-18 09:36:00,20.79,0.35700000000000004,0.0,1152.5,0.005428453,0,9,Saturday,Weekend,C
1189,2025-01-14 03:48:00,22.29,26.2,500.0,891.25,0.004359593,0,3,Tuesday,Weekday,B
590,2025-01-13 17:49:00,21.0,24.56666667,0.0,439.3333333,0.003774141,0,17,Monday,Weekday,room c
1803,2025-01-14 14:02:00,20.29,21.29,0.0,443.0,0.003127468,0,14,Tuesday,Weekday,A
7571,2025-01-18 14:10:00,20.35666667,0.33,0.0,500.3333333,0.004881315,0,14,Saturday,Weekend,B
4460,2025-01-16 10:19:00,20.0,25.0,0.0,445.5,0.003609935,0,10,Thursday,WeekDay,A
2351,2025-01-14 23:10:00,20.9175,19.79,433.0,642.0,0.003021285,1,23,Tuesday,Weekday,B
1658,2025-01-14 11:37:00,20.89,20.1,0.0,467.0,0.003063633,0,11,Tuesday,Weekday,A
41,2025-01-13 08:40:00,22.6,27.445,0.0,655.0,0.004655833,0,8,Monday,Weekday,A
3253,2025-01-15 14:12:00,,18.7,0.0,434.0,0.002696288,0,14,Wednesday,Weekday,C
744,2025-01-13 20:23:00,20.89,23.2,0.0,?,0.003538822,0,20,Monday,Weekday,C
124,2025-01-13 10:03:00,21.89,27.1,0.0,547.5,0.004401023,0,10,Monday,Weekday,A
5075,2025-01-16 20:34:00,19.2,31.7,0.0,435.0,0.004360649,0,20,Thursday,Weekday,C
812,2025-01-13 21:31:00,?,22.5,0.0,454.5,0.003391335,0,21,Monday,Weekday,A
5747,2025-01-17 07:46:00,19.39,27.2,14.0,422.0,0.003782676,0,7,Friday,Weekday,c 
2526,2025-01-15 02:05:00,21.7,20.4725,490.25,-50.0,0.003280473,1,2,Wednesday,Weekday,A
7849,2025-01-18 18:48:00,20.2,32.9,0.0,445.5,0.004819147,0,18,Saturday,Weekend,A
4695,2025-01-16 14:14:00,19.55,29.5,0.0,441.0,0.004145972,0,14,Thursday,Weekday,A
5781,2025-01-17 08:20:00,19.32333333,27.39,0.0,420.3333333,0.003793389,0,8,Friday,Weekday,C
6338,2025-01-17 17:37:00,19.34,26.79,0.0,471.0,0.003713671,0,17,Friday,Weekday,B
1929,2025-01-14 16:08:00,20.5,19.79,0.0,433.6666667,0.002944204,0,16,Tuesday,Weekday,A
486,2025-01-13 16:05:00,21.1,25.0,0.0,439.0,?,0,16,Monday,Weekday,A
1734,2025-01-14 12:53:00,80.0,21.1,0.0,454.0,0.00314983,0,12,Tuesday,Weekday,A
427,2025-01-13 15:06:00,21.1,25.39,0.0,445.0,,0,15,Monday,Weekday, a
4606,2025-01-16 12:45:00,19.76,28.23,0.0,435.0,0.004018754,0,12,Thursday,Weekday,A
5492,2025-01-17 03:31:00,20.73,28.0,97.66666667,422.0,0.004233831,0,3,Friday,Weekday,A
7716,2025-01-18 16:35:00,20.29,32.9,0.0,460.0,0.004846247,0,16,Saturday,weekday,A
745,2025-01-13 20:24:00,20.89,23.2,0.0,448.5,0.003538822,0,20,Monday,Weekday,A
7404,2025-01-18 11:23:00,20.5,250.0,0.0,726.0,0.005043906,0,11,Saturday,Weekend,C
2913,2025-01-15 08:32:00,?,,0.0,711.0,0.003209626,0,8,Wednesday,Weekday,room c
8063,2025-01-18 22:22:00,20.29,33.09,0.0,452.3333333,0.004874453,0,22,Saturday,Weekend,A
5512,2025-01-17 03:51:00,20.7,27.2675,152.0,425.25,0.004114675,0,3,Friday,Weekday,B
55,2025-01-13 08:54:00,22.39,27.39,0.0,626.0,0.004587082,0,8,Monday,Weekday,A
1220,2025-01-14 04:19:00,22.23,25.82333333,454.0,777.3333333,0.004280711,0,4,Tuesday,Weekday,room c
543,2025-01-13 17:02:00,21.0,24.79,0.0,440.0,0.003808661,0,17,Monday,Weekday,A
3607,2025-01-15 20:06:00,19.7,19.39,0.0,448.0,0.002744454,0,20,Wednesday,Weekday,C
719,2025-01-13 19:58:00,20.89,23.445,0.0,448.0,0.003576408,0,19,Monday,Weekday,A
3160,2025-01-15 12:39:00,20.0,18.89,0.0,441.0,0.002723803,0,12,Wednesday,Weekday,B
882,2025-01-13 22:41:00,21.34,24.15,433.0,695.5,0.003788467,1,22,Monday,Weekday,A
3684,2025-01-15 21:23:00,19.65,19.34,0.0,444.0,0.002728822,0,21,Wednesday,Weekday,A
6556,2025-01-17 21:15:00,19.29,26.1,,466.0,0.003606154,0,21,Friday,Weekday,C
1013,2025-01-14 00:52:00,22.08,26.18,454.0,1009.6,0.004300492,1,0,Tuesday,Weekday,C
7082,??,22.0,37.945,444.0,1848.25,0.00622178,1,6,Saturday,Weekend,B
2118,2025-01-14 19:17:00,?,18.65,0.0,433.0,0.002754992,0,19,Tuesday,Weekday,A
3649,2025-01-15 20:48:00,19.7,19.29,0.0,450.0,0.002730238,0,20,Wednesday,Weekday,B
3462,2025-01-15 17:41:00,19.79,19.2,0.0,434.0,0.002732733,0,17,Wednesday,Weekday,B
7855,2025-01-18 18:54:00,20.1,33.0,0.0,443.5,0.004803862,0,18,Saturday,Weekend,C
6750,2025-01-18 00:29:00,20.79,31.8925,429.0,1157.5,0.004844984,1,0,Saturday,Weekend,A
1277,2025-01-14 05:16:00,22.575,28.22,524.0,1086.25,0.004780998,1,5,Tuesday,Weekday,C
5477,2025-01-17 03:16:00,20.55,NA,262.0,434.25,0.004292194,0,3,Friday,Weekday,B
7665,2025-01-18 15:44:00,20.29,32.95,0.0,463.0,0.004853669,0,15,Saturday,Weekend,B
4576,2025-01-16 12:15:00,19.745,27.7,0.0,435.0,0.003939135,0,12,Thursday,Weekday,C
1459,2025-01-14 08:18:00,21.89,23.85666667,0.0,824.6666667,0.00387103,0,8,Tuesday,Weekday,B
7185,2025-01-18 07:44:00,22.2675,38.62,433.0,1978.75,0.006438747,1,7,Saturday,Weekend,B
7371,2025-01-18 10:50:00,20.55,34.345,0.0,822.0,0.005143407,0,10,Saturday,Weekend,C
3374,2025-01-15 16:13:00,19.89,18.89,0.0,440.0,0.002705218,0,16,Wednesday,Weekday,A
6110,2025-01-17 13:49:00,19.5,27.2,0.0,457.6666667,0.00380881,0,13,Friday,Weekday,C
870,2025-01-13 22:29:00,21.26,23.85666667,423.6666667,641.0,0.00372375,1,22,Monday,Weekday,B
5448,2025-01-17 02:47:00,19.6,30.1,99.75,422.5,0.004244128,0,2,Friday,Weekday,C
1818,2025-01-14 14:17:00,20.2,21.29,0.0,446.3333333,0.003110027,0,14,Tuesday,Weekday,A
5078,2025-01-16 20:37:00,19.245,31.65,0.0,435.0,0.004366035,0,20,Thursday,Weekday,A
2928,2025-01-15 08:47:00,21.05,,0.0,644.0,-999.0,0,8,Wednesday,Weekday,B
5647,2025-01-17 06:06:00,NA,26.55,33.5,420.5,0.003797054,0,6,Friday,Weekday,B
7798,2025-01-18 17:57:00,20.2,32.9,0.0,450.5,0.004819147,0,17,Saturday,Weekend,A
7464,2025-01-18 12:23:00,,33.29,0.0,1165.0,0.004968673,0,12,Saturday,Weekend,A
1489,2025-01-14 08:48:00,21.39,22.695,0.0,677.5,0.003569898,0,8,Tuesday,Weekday,B 
2628,2025-01-15 03:47:00,21.5,19.365,536.5,NA,0.003064209,1,3,Wednesday,Weekday,A
6423,2025-01-17 19:02:00,19.29,26.89,0.0,467.5,0.003715958,0,19,Friday,Weekday,A
7588,2025-01-18 14:27:00,20.32333333,33.0,0.0,489.6666667,0.004871194,0,14,Saturday,Weekend,A
7583,2025-01-18 14:22:00,20.29,33.0,0.0,499.3333333,0.004861092,0,14,Saturday,Weekend,A
5996,2025-01-17 11:55:00,19.5,250.0,0.0,454.0,0.00386517,0,11,Friday,Weekday,B
707,2025-01-13 19:46:00,"20,8900",23.39,0.0,450.0,0.00356797,0,19,Monday,Weekday,A
279,2025-01-13 12:38:00,21.39,25.7,0.0,479.0,0.004045656,0,12,Monday,Weekday,A
3124,2025-01-15 12:03:00,20.15,-10.0,0.0,444.0,0.002749327,0,12,Wednesday,Weekday,A
6827,2025-01-18 01:46:00,21.29,?,479.0,1432.75,0.005203172,1,1,Saturday,Weekend,B
5878,2025-01-17 09:57:00,19.39,27.7,0.0,434.0,0.003852641,0,9,Friday,Weekday,A
6395,2025-01-17 18:34:00,19.29,26.79,0.0,469.0,0.003702057,0,18,Friday,Weekday,C
2334,2025-01-14 22:53:00,20.89,19.79,433.0,"616,6667",0.003016154,1,22,Tuesday,Weekday,C
7738,2025-01-18 16:57:00,20.2,32.79,0.0,451.0,0.004802909,0,16,Saturday,Weekend,C
3077,2025-01-15 11:16:00,20.2,,0.0,446.0,0.002788679,0,11,Wednesday,Weekday,C
1778,2025-01-14 13:37:00,20.39,21.29,0.0,450.0,0.003146948,0,13,Tuesday,Weekday,C
7592,2025-01-18 14:31:00,20.34,33.0,0.0,490.5,0.004876252,0,14,Saturday,Weekend,B
3503,2025-01-15 18:22:00,19.79,19.29,0.0,442.3333333,0.002745599,0,18,Wednesday,Weekday,B
383,2025-01-13 14:22:00,21.29,25.2,0.0,450.0,0.003942048,0,14,Monday,Weekday,Room A
7076,2025-01-18 05:55:00,21.9725,37.795,444.0,-999.0,0.006186449,1,5,Saturday,Weekend,A
7711,2025-01-18 16:30:00,20.29,32.9,0.0,463.0,0.004846247,0,16,Saturday,Weekend,C
5885,2025-01-17 10:04:00,19.39,0.276,0.0,443.0,0.003838647,0,10,Friday,Weekday,C
3205,2025-01-15 13:24:00,19.79,18.79,0.0,432.0,?,0,13,Wednesday,Weekday,C
1185,2025-01-14 03:44:00,22.2675,26.1725,-999.0,883.5,0.004348983,0,3,Tuesday,wknd,A
912,2025-01-13 23:11:00,21.5,-9.99,-5.0,785.25,0.003860291,1,23,Monday,Weekday,A
1745,2025/01/14 13:04:00,20.5,21.2,0.0,446.0,0.003155037,0,13,Tuesday,Weekday,B
6618,2025-01-17 22:17:00,19.5,26.6,,463.0,0.003724289,0,22,Friday,Weekday,B
5086,2025-01-16 20:45:00,19.245,31.5,0.0,431.0,0.004345198,0,20,Thursday,Weekday,A
4410,2025-01-16 09:29:00,20.1,24.1,0.0,445.0,0.003500982,0,9,Thursday,Weekday,C
5951,2025-01-17 11:10:00,19.39,27.39,0.0,446.0,0.003809261,0,11,Friday,Weekday,B
5028,2025-01-16 19:47:00,19.29,31.55,0.0,434.0,0.004364447,0,19,Thursday,Weekday,C
6234,2025-01-17 15:53:00,19.39,27.2,0.0,463.0,"0,0038",0,15,Friday,Weekday,B
3239,2025-01-15 13:58:00,,18.6,0.0,441.0,0.002681807,0,13,Wednesday,Weekday,B
8011,2025-01-18 21:30:00,20.29,33.045,0.0,450.5,0.004867773,0,21,Saturday,weekday,C
2010,2025-01-14 17:29:00,20.6,18.96333333,0.0,433.5,0.002838193,0,17,Tuesday,Weekday,B
1781,2025-01-14 13:40:00,20.39,21.29,0.0,444.5,0.003146948,0,13,Tuesday,Weekday,B
2885,2025-01-15 08:04:00,21.7,20.89,433.0,802.25,0.003347732,1,8,Wednesday,Weekday,B
2565,2025/01/15 02:44:00,21.745,20.4425,511.5,821.5,0.003284711,1,2,Wednesday,Weekday,A
3529,2025-01-15 18:48:00,19.79,19.29,0.0,441.5,0.002745599,0,18,Wednesday,Weekday,A
5520,2025-01-17 03:59:00,20.675,26.89,179.5,418.5,0.004051053,0,3,Friday,Weekday,A
5252,2025-01-16 23:31:00,19.29,31.0,6.0,430.0,0.004287839,0,23,Thursday,Weekday,B
4313,2025-01-16 07:52:00,20.5,21.55,0.0,435.5,0.003207393,0,7,Thursday,Weekday,B
6481,2025-01-17 20:00:00,19.39,26.7,0.0,460.0,0.003712727,0,20,Friday,Weekday,A
3782,2025-01-15 23:01:00,19.65,19.445,48.0,456.0,0.002743703,0,23,Wednesday,Weekend ,A
3697,2025-01-15 21:36:00,19.7,19.39,0.0,451.0,0.002744454,0,21,Wednesday,Weekday,C
5208,2025-01-16 22:47:00,19.2,31.1,6.0,431.8,0.004277545,0,22,Thursday,Weekday,C
2428,2025-01-15 00:27:00,21.39,21.2675,454.0,847.75,0.003344147,1,0,Wednesday,Weekday,B
7091,2025-01-18 06:10:00,22.0,38.2725,432.75,1895.0,0.006276022,1,6,Saturday,WeekDay,A
3125,2025-01-15 12:04:00,20.13333333,18.89,0.0,441.6666667,0.002746481,0,12,Wednesday,Weekday,Room A
6892,2025-01-18 02:51:00,21.445,34.045,481.5,,0.005388942,1,2,Saturday,Weekend,B
2959,2025-01-15 09:18:00,20.79,,0.0,551.6666667,0.002968643,0,9,Wednesday,Weekday,B
2867,2025-01-15 07:46:00,21.6,21.32333333,433.0,844.3333333,0.003396605,1,7,Wednesday,Weekday,B
5614,2025-01-17 05:33:00,20.1,26.2675,47.0,421.5,0.003817786,0,5,Friday,Weekday,A
1710,2025-01-14 12:29:00,20.6,20.89,0.0,451.0,0.003128002,0,12,Tuesday,weekday,C
7107,2025-01-18 06:26:00,22.05,38.69,438.0,1962.75,0.006364759,1,6,Saturday,Weekend,B
6978,2025-01-18 04:17:00,21.39,33.66333333,484.0,,0.005309933,1,4,Saturday,Weekend,B
5457,2025-01-17 02:56:00,20.0,29.7225,288.5,425.75,0.004296562,0,2,Friday,wknd, a
